"rateTrain";"rateAirplane";"Attractiveness";"ManipDest";"ManipInfo";"ManipTax";"PreferTrain";"PreferAirplane";"ImportPrice";"ImportTime";"ImportComfort";"SchipholTrain";"SchipholCar";"CO2Comp";"CO2Comp5E";"CO2Comp7E";"CO2CompMax";"Nep01";"Nep02";"Nep03";"Nep04";"Nep05";"Bif01";"Bif02";"Bif03";"Bif04";"Bif05";"Bif06";"Bif07";"Guilt01";"Guilt02";"Guilt03";"Guilt04";"Guilt05";"Big01";"Big02";"Big03";"Big04";"Big05";"Big06";"Big07";"Big08";"Big09";"Big10";"dGender";"YrBirth";"dIBA";"SatFac";"HrPWork";"HrVWork";"HrClass";"HrStud";"cLiving";"cLocate";"dPreMas";"dSports";"dFraternity";"dAssoc";"dAbroad";"CheckDest";"CheckInfo";"CheckTax"
29;78;59;2;2;3;33;66;59;82;72;4;2;1;1;1;10;3;5;4;6;6;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;3;2;3;4;3;4;1;2000;1;70;10;10;20;5;3;2;2;1;2;2;2;2;2;3
10;100;90;1;1;1;0;100;100;90;75;3;3;2;2;2;0;5;2;4;2;6;1;1;2;2;2;1;1;1;3;5;4;5;4;4;3;2;2;4;4;4;4;5;2;1996;1;50;15;0;4;12;4;1;2;2;2;2;2;1;2;1
70;70;70;2;1;2;39;70;70;72;72;2;3;1;1;1;20;5;2;2;4;4;2;1;2;1;1;1;2;1;1;5;4;5;2;4;2;2;2;4;3;3;3;2;2;1999;1;70;0;0;14;10;2;1;2;1;1;2;2;2;2;2
50;80;75;1;1;1;70;50;60;25;60;1;5;2;1;1;15;5;2;2;5;5;2;1;2;1;2;2;2;1;3;4;2;4;4;5;4;2;4;4;4;3;4;1;2;1997;1;80;18;0;6;10;2;1;2;2;1;2;2;1;2;1
10;90;80;1;1;2;15;90;80;70;80;1;1;2;2;2;0;6;3;1;3;6;2;1;1;1;1;1;1;2;3;4;3;4;2;4;2;4;4;4;1;4;2;4;1;1996;1;50;8;0;10;35;2;1;2;2;2;1;1;1;1;2
14;90;25;1;2;3;22;64;92;92;50;3;5;2;2;2;2;2;7;3;7;6;2;1;1;2;1;2;2;1;1;5;5;5;4;5;2;4;4;2;5;4;3;5;1;1999;2;60;0;0;16;60;2;2;2;2;2;1;1;1;1;3
10;90;40;3;2;2;70;30;70;80;60;2;2;2;1;1;20;5;4;5;6;5;1;1;2;1;1;2;2;1;2;4;4;5;4;4;4;4;4;4;2;4;2;4;1;1996;1;70;12;0;7;4;2;2;1;1;2;2;1;3;1;1
20;81;40;1;2;2;90;9;50;50;30;2;2;1;1;1;20;6;3;1;5;6;2;1;2;2;1;1;2;3;4;2;2;2;4;4;1;4;2;5;1;3;2;2;1;1996;1;15;6;10;4;20;1;1;2;2;1;2;1;1;1;2
40;80;90;2;1;1;30;80;70;80;75;2;5;2;2;2;0;5;2;3;7;5;1;1;2;1;2;2;1;1;1;5;5;5;2;5;4;3;4;5;3;1;3;5;1;1994;1;80;24;0;10;20;4;2;1;1;2;2;2;2;2;1
41;100;87;1;2;1;37;99;100;100;71;1;1;1;1;2;5;5;1;2;1;6;2;1;1;1;2;1;1;1;3;5;4;5;1;5;3;5;2;5;1;4;3;5;1;1997;1;100;20;0;12;20;3;2;2;1;2;1;1;1;1;1
10;90;70;1;1;1;50;70;90;90;90;1;5;1;1;1;10;2;2;2;2;5;2;1;1;1;1;1;2;1;2;2;2;2;1;4;1;4;5;5;2;4;1;5;2;1994;1;80;0;0;10;40;2;1;1;2;2;1;2;1;2;1
40;60;70;1;2;2;80;20;95;71;100;4;2;1;1;1;50;1;6;2;2;2;2;1;2;1;2;1;1;1;2;2;2;4;4;4;3;4;5;4;3;4;2;4;1;1998;1;62;10;0;10;20;3;3;2;2;2;2;2;1;1;2
0;81;50;3;1;3;0;100;90;89;60;4;2;2;1;1;10;4;5;4;5;5;2;1;1;1;1;2;1;1;3;4;3;5;4;4;3;3;4;4;4;4;3;3;2;1997;1;60;14;0;8;16;3;2;1;2;2;1;1;3;1;3
20;40;10;3;1;3;40;70;50;50;50;4;3;1;1;1;20;3;4;3;5;6;1;1;2;1;2;1;2;1;2;2;2;5;3;5;3;4;3;5;4;4;3;4;2;1999;1;75;15;2;10;5;3;4;2;2;2;2;1;3;2;2
0;100;60;1;2;3;0;100;25;79;31;3;3;2;2;2;0;5;2;3;6;2;2;2;2;1;1;2;2;1;1;5;5;5;4;5;1;2;5;4;2;4;4;1;2;1999;1;82;9;0;6;12;3;4;2;2;2;2;2;1;2;3
30;70;50;3;1;3;70;50;100;80;61;1;1;1;1;1;20;5;2;2;4;6;1;1;2;2;2;2;1;1;4;3;2;4;2;4;3;4;5;4;4;4;2;3;2;2000;1;75;10;0;8;5;3;4;2;2;2;2;1;3;2;2
40;80;71;1;1;3;72;59;92;61;75;2;3;2;2;2;250;6;4;2;6;7;1;2;2;2;2;2;2;2;2;3;1;2;4;5;4;2;1;4;2;4;5;2;1;2001;1;71;4;10;10;4;2;1;2;1;2;1;2;1;2;3
72;62;72;2;1;3;35;50;90;10;74;4;3;2;1;1;15;6;7;2;7;1;1;1;1;1;2;2;2;1;1;5;5;5;5;4;1;5;4;4;1;5;3;5;1;1997;1;100;4;2;16;50;3;1;1;2;2;2;1;2;2;3
10;100;50;3;2;3;80;0;100;40;50;1;2;1;1;1;20;6;2;3;6;6;2;1;1;1;1;1;1;3;2;3;4;4;3;4;5;5;2;4;3;3;1;4;1;1999;1;70;25;0;0;10;3;1;2;1;2;2;2;3;1;3
0;100;100;2;1;2;0;100;100;67;11;1;2;1;1;1;50;6;2;2;2;7;2;1;2;1;1;1;1;3;3;3;3;3;4;4;4;4;4;4;2;3;2;5;1;1995;1;61;0;0;10;30;4;1;1;1;2;2;1;2;2;2
0;100;31;3;2;2;37;91;95;63;61;1;3;1;1;1;15;6;5;3;2;7;2;1;2;1;1;1;1;2;3;4;4;4;2;5;3;3;4;4;3;5;3;3;2;2000;2;89;16;0;6;5;2;4;2;1;2;2;1;3;1;2
0;100;50;1;2;3;0;100;30;90;80;1;1;2;2;2;0;6;3;3;2;6;2;2;1;1;2;1;1;1;1;5;5;5;3;5;1;2;4;5;1;5;1;4;1;1999;1;80;6;0;8;8;3;3;2;1;1;1;2;1;1;3
0;100;90;2;2;1;30;90;80;60;50;3;3;1;1;1;10;5;5;1;5;6;2;1;1;2;1;1;2;2;4;4;2;2;2;4;1;4;1;5;1;5;2;5;2;2000;1;90;12;2;10;30;3;3;2;1;2;2;2;2;1;1
2;100;83;1;2;1;65;9;100;43;70;2;1;2;1;1;7;5;4;6;7;5;2;1;2;1;1;1;2;1;3;5;5;5;3;5;4;5;2;5;3;4;4;4;1;2000;1;55;13;0;8;3;1;1;2;1;1;2;2;1;1;1
1;70;60;3;2;2;NA;100;50;50;50;3;3;1;1;1;10;5;4;2;3;4;1;2;2;2;2;2;2;2;3;3;3;4;3;5;3;4;2;4;2;3;3;2;2;1999;1;75;7;0;6;10;3;4;2;2;2;2;2;3;1;2
0;100;80;3;2;2;40;80;100;90;65;1;1;1;1;1;10;6;2;2;5;5;2;1;1;1;2;2;1;4;4;2;4;1;3;4;4;2;4;4;3;3;4;4;2;1997;1;80;16;0;8;24;1;1;1;1;2;2;1;3;1;2
0;32;31;1;2;3;10;100;60;50;50;3;5;1;1;1;10;3;4;5;6;6;2;1;2;2;2;1;2;1;3;4;3;5;4;5;4;3;5;2;1;4;5;3;2;2000;1;67;0;2;8;4;1;1;2;2;2;2;2;1;1;3
0;71;81;2;2;2;10;90;80;70;55;1;1;1;2;2;2;5;3;2;4;6;1;2;2;2;1;2;2;1;1;5;5;5;1;5;1;3;5;5;1;5;4;5;2;1999;1;65;0;0;8;15;1;4;2;1;2;2;2;2;1;2
70;90;90;2;1;1;15;80;80;80;80;3;3;2;1;1;10;2;2;5;5;3;2;1;2;1;2;2;2;3;2;3;4;2;3;4;2;4;3;4;3;3;2;4;2;2000;1;70;12;2;10;4;3;4;2;1;2;2;2;2;2;1
25;80;65;3;1;3;80;15;75;35;10;2;2;1;1;1;20;2;1;5;4;7;2;1;1;1;2;2;2;1;1;4;4;5;4;5;5;5;2;3;4;2;1;5;1;1999;1;10;5;20;6;10;1;1;2;1;2;2;2;3;2;3
15;82;90;1;1;3;30;70;85;65;45;1;1;1;1;2;5;5;5;6;6;2;2;1;2;1;2;1;1;1;2;5;4;4;4;5;2;3;1;4;3;4;4;2;2;1998;1;81;10;0;6;12;2;1;1;1;1;2;1;1;2;1
10;100;60;3;2;3;1;100;30;80;80;3;2;1;1;1;15;5;4;3;6;3;1;1;1;1;2;1;2;1;2;4;4;5;3;4;2;5;3;4;3;4;1;3;1;2000;1;75;0;0;6;8;3;3;2;1;2;2;2;3;1;3
10;95;65;3;2;1;10;90;20;60;10;2;5;1;1;1;25;5;5;3;6;6;1;1;2;2;2;2;2;2;2;4;4;4;2;4;4;2;2;4;2;3;4;5;1;1995;1;60;8;4;8;20;5;4;1;1;2;1;2;3;1;1
64;80;50;2;1;2;90;15;95;85;60;4;5;2;2;2;0;7;4;2;7;6;2;1;1;1;1;1;1;2;1;5;3;3;4;4;3;4;2;2;1;4;2;5;1;1992;1;85;0;0;5;25;1;4;2;2;2;1;1;2;2;2
82;25;82;2;2;1;82;12;50;74;29;3;4;1;1;2;5;4;6;6;3;4;2;2;1;1;1;1;1;2;4;2;4;2;3;5;4;3;3;5;3;3;4;4;2;1999;1;70;15;0;8;15;3;1;2;2;2;2;2;2;1;1
32;73;77;3;1;3;30;70;88;76;20;2;1;1;1;1;20;6;6;2;2;6;2;1;1;1;2;1;2;2;4;3;2;2;1;5;1;1;3;4;4;4;5;3;2;2000;1;70;8;0;15;15;3;2;2;1;2;2;2;3;1;3
0;100;71;2;1;1;30;83;72;72;62;3;2;1;1;1;10;7;5;3;7;6;1;1;2;1;2;1;1;1;2;3;4;3;5;4;1;3;4;2;4;5;4;4;1;1999;2;40;10;0;20;20;2;1;2;1;2;1;1;2;1;1
10;95;50;3;2;3;50;50;70;70;60;2;2;2;1;2;5;6;3;1;3;5;2;1;2;1;2;1;1;3;4;2;2;3;2;1;1;3;4;4;4;4;3;3;2;1999;1;80;0;0;12;20;3;1;2;1;2;1;1;3;1;3
10;90;60;3;1;1;10;90;50;75;70;1;1;1;1;1;10;2;2;2;4;5;1;1;2;2;2;1;2;1;2;4;2;4;4;5;4;3;2;4;2;5;4;3;2;1999;1;80;9;0;10;10;3;3;2;2;2;1;2;3;2;1
10;90;60;1;1;2;50;50;70;70;50;2;2;2;2;2;1;4;2;2;3;6;2;1;1;1;1;2;2;1;2;4;3;5;3;4;3;4;2;4;2;3;2;4;1;1992;1;54;40;6;6;12;4;1;2;1;2;2;1;1;2;2
7;50;3;3;1;1;3;98;100;77;7;1;2;2;2;2;2,5;5;3;2;5;6;1;1;2;2;2;2;2;3;1;3;5;3;4;4;2;3;2;4;3;5;2;5;1;1995;1;100;16;4;8;20;5;1;1;1;2;2;1;3;1;1
76;91;57;1;1;2;80;60;67;77;55;1;5;2;1;2;5;6;4;2;4;7;2;2;1;1;1;1;1;2;4;4;3;3;1;4;2;2;4;5;3;5;4;4;2;1999;2;60;20;10;15;30;5;1;2;2;2;1;1;1;2;2
40;80;40;1;2;2;40;80;60;60;40;2;2;1;1;1;8;2;2;2;6;6;2;1;1;2;1;1;1;4;2;3;2;3;3;4;2;4;3;5;4;4;4;5;1;2000;1;70;17;0;6;8;3;1;2;2;1;2;2;1;1;2
32;74;88;2;2;1;51;84;83;36;77;2;2;2;1;1;10;7;5;6;2;7;2;1;1;1;1;1;1;1;4;4;2;5;4;4;2;1;1;5;2;4;4;4;2;1999;1;84;0;60;18;5;2;1;2;1;1;2;2;2;2;2
40;80;95;1;1;2;75;50;80;65;35;3;5;2;2;2;3;6;6;1;2;7;2;1;1;1;1;1;1;2;3;4;3;4;1;4;3;3;4;3;3;4;4;3;1;2000;2;80;0;0;12;28;2;1;2;2;1;2;2;1;1;2
0;100;70;3;2;1;40;70;85;50;60;2;3;1;1;1;20;5;2;2;5;4;2;1;2;1;1;1;2;1;1;4;4;5;2;5;3;5;2;5;2;4;1;5;1;1999;1;70;24;0;5;1;4;1;2;2;2;2;2;3;1;1
8;89;40;3;2;3;54;64;48;78;39;3;3;2;1;1;10;5;3;3;6;5;2;1;2;1;2;2;2;2;2;2;2;2;4;4;2;3;4;4;2;4;2;3;2;2000;1;63;2;0;8;5;1;1;2;1;1;2;2;3;1;3
40;29;20;2;1;2;20;80;70;71;50;3;3;2;1;2;6;5;3;4;6;3;2;1;1;1;2;1;2;3;3;2;4;2;3;5;3;4;2;4;4;4;4;2;2;2000;1;72;4;0;4;8;1;2;2;2;2;2;2;2;1;2
20;90;80;1;1;1;60;40;70;40;20;4;2;1;1;1;15;2;4;1;2;5;2;1;1;2;1;1;2;3;4;4;3;2;2;4;3;1;4;4;3;4;4;4;2;1998;1;65;6;0;14;20;3;2;2;2;2;2;2;1;2;1
25;75;50;3;1;2;NA;100;33;33;33;2;3;1;1;1;10;6;3;2;3;6;2;1;2;2;2;2;1;2;4;2;3;3;3;5;4;2;3;5;4;3;5;4;2;1998;1;80;5;0;11;4;3;1;2;2;2;2;2;3;2;2
1;100;80;1;2;1;NA;100;80;70;60;2;2;2;2;2;2;4;3;3;6;5;2;1;1;1;2;1;2;1;3;4;4;5;3;4;2;4;3;4;2;4;2;4;1;1997;1;70;0;0;8;15;1;1;2;1;1;2;1;1;1;1
80;70;80;2;1;2;30;90;75;80;60;4;2;1;1;1;10;5;3;2;5;5;1;1;1;1;1;2;1;5;4;3;2;1;2;5;1;2;4;4;3;4;3;5;2;1997;1;70;16;0;20;30;4;4;1;1;2;2;1;2;2;2
70;60;60;2;2;2;80;20;50;30;50;2;1;2;1;1;8;6;1;1;3;7;2;1;1;2;2;1;2;2;3;2;3;2;4;4;4;2;2;3;3;4;5;3;2;2000;1;50;2;0;10;8;1;4;2;1;1;2;2;2;1;2
42;79;62;1;2;3;52;61;85;68;48;2;1;2;1;1;10;5;4;4;5;5;2;1;1;1;1;1;1;1;3;5;4;1;3;5;1;4;4;4;3;4;3;4;1;2000;1;51;0;0;20;4;3;1;2;1;2;2;2;1;1;3
20;80;70;1;2;1;50;50;80;70;60;1;5;2;1;2;5;6;2;1;2;6;1;1;2;1;1;2;2;1;2;4;4;5;5;5;3;4;2;5;2;5;2;4;1;1999;1;81;0;6;12;16;2;4;2;2;1;2;2;1;1;1
35;86;28;2;1;1;19;85;45;65;73;4;3;2;1;2;5;5;3;4;2;3;2;1;2;2;1;2;1;2;1;5;5;5;4;5;1;5;4;4;2;4;2;4;1;2000;1;60;16;0;8;20;3;4;2;1;2;2;2;2;2;1
60;84;82;1;2;3;72;49;61;61;67;3;2;1;1;2;5;6;3;2;5;5;2;1;2;1;1;1;2;2;4;3;2;4;3;5;5;5;5;4;5;4;4;4;2;1999;1;72;1;0;3;8;1;2;2;2;1;2;2;1;1;3
5;95;100;1;2;1;30;70;80;20;50;3;2;2;2;2;2;5;3;5;6;4;1;1;2;2;1;2;2;1;2;3;4;4;3;3;4;5;2;4;4;4;2;4;1;1996;1;75;8;0;8;10;3;5;1;1;2;2;2;1;1;1
15;92;61;2;2;1;29;76;79;49;15;2;2;1;1;1;15;2;5;3;6;4;1;2;2;1;1;2;2;2;2;4;4;4;3;4;2;4;4;4;2;4;4;4;2;2000;1;62;2;0;0;10;2;4;2;1;1;2;2;2;1;1
90;10;85;1;1;2;50;50;40;80;20;4;3;2;2;2;250;6;5;3;5;3;2;1;2;1;1;1;1;2;3;4;4;4;2;4;1;4;2;4;4;4;2;4;1;2000;1;80;10;2;8;10;3;3;2;1;2;1;2;1;2;2
5;96;51;3;2;2;12;96;33;76;64;3;2;1;1;1;10;4;7;4;6;3;1;2;2;2;1;2;2;4;1;4;4;4;3;5;1;2;3;5;3;4;4;4;2;1999;1;85;1;0;6;20;1;1;2;1;1;2;2;3;1;2
26;87;93;1;1;3;22;95;40;60;71;3;4;2;1;1;25;3;3;3;4;4;2;1;1;1;1;1;2;2;2;3;4;4;2;3;1;3;2;4;3;3;2;4;2;2000;1;70;18;0;0;10;3;1;2;1;2;1;2;1;2;3
1;100;72;3;1;2;30;92;84;75;75;2;5;1;1;1;25;3;5;2;6;3;2;1;2;2;1;2;1;4;3;2;4;4;4;3;NA;4;5;4;4;2;4;4;1;1999;2;100;59;40;10;55;1;4;2;1;2;1;2;2;1;1
0;100;80;3;2;1;50;50;80;59;30;2;2;2;2;2;2;5;2;2;6;5;1;1;2;1;1;2;2;1;3;5;5;5;3;4;4;5;4;5;3;3;1;4;1;2000;1;81;10;0;6;5;3;2;2;1;2;2;2;3;1;1
78;59;88;1;1;1;100;6;23;49;48;3;2;1;1;1;25;7;1;1;4;7;2;1;1;1;1;2;2;4;4;2;1;2;4;5;1;2;2;3;1;5;3;1;2;1997;2;76;15;1;2;40;2;1;2;2;2;2;1;1;2;1
0;100;80;3;2;3;0;100;70;80;60;2;1;1;1;1;10;2;2;3;6;6;2;1;2;1;2;2;2;1;1;4;4;5;5;4;2;1;1;4;3;5;5;4;2;1999;1;65;5;2;12;10;1;2;2;1;2;1;1;3;1;1
20;95;60;2;2;1;10;75;90;60;65;2;2;1;1;1;25;3;2;2;4;7;2;1;2;2;2;1;2;3;1;2;4;3;4;4;3;3;2;5;3;4;3;2;2;2000;1;67;8;1;6;10;1;1;2;1;1;2;2;2;1;1
30;70;45;3;1;3;50;50;80;40;60;3;2;1;1;2;5;5;1;2;4;6;2;1;2;1;1;2;1;2;2;3;3;4;3;4;3;4;3;4;3;4;5;4;1;1999;1;65;20;0;4;3;3;1;2;1;2;2;2;3;1;3
30;90;75;1;1;2;60;40;100;60;0;3;3;1;1;2;5;6;1;1;4;7;2;1;2;2;1;1;2;4;4;1;2;2;4;5;3;2;4;3;1;5;5;3;2;2000;1;85;8;6;8;30;3;2;2;1;2;1;2;1;2;2
10;90;80;2;2;3;10;90;90;80;85;2;2;2;2;2;0;5;3;2;7;3;2;1;1;1;2;1;1;1;2;4;5;4;4;5;4;5;2;3;1;5;1;5;1;1996;1;100;11;0;14;14;2;1;1;2;2;2;2;2;1;3
40;85;50;2;2;1;65;35;35;85;75;1;1;1;1;1;10;5;1;2;5;6;1;1;2;1;1;1;1;2;3;2;3;5;1;5;1;4;4;5;1;5;2;5;2;1999;1;50;0;0;10;12;1;1;2;1;1;2;2;2;1;1
10;92;0;2;1;1;0;100;62;34;64;3;4;2;1;1;10;6;1;2;3;6;2;1;2;1;2;1;2;3;4;2;2;3;3;4;4;2;1;4;2;4;4;1;2;2000;1;80;19;0;4;6;3;2;2;1;2;2;2;2;2;1
31;81;83;1;1;1;47;61;16;90;57;2;2;2;2;2;2;3;4;2;6;2;2;2;2;1;1;1;2;1;2;4;3;3;4;3;2;4;4;4;3;4;2;4;1;1999;1;73;12;0;12;20;3;2;2;2;2;2;2;1;2;1
5;95;70;3;2;1;20;80;70;50;50;1;2;1;1;1;10;6;2;1;2;7;1;2;2;1;1;2;2;3;4;2;2;2;5;5;4;4;3;2;1;4;3;2;1;1996;1;80;0;0;10;10;1;3;1;1;2;2;1;3;1;1
27;73;65;3;1;3;70;30;65;85;75;3;3;1;1;1;15;6;2;3;5;6;1;1;1;1;1;1;2;4;2;3;3;4;4;4;2;4;4;5;3;2;1;5;1;2000;1;66;28;6;7;10;3;5;2;1;2;1;2;3;2;2
10;90;70;1;2;1;40;60;70;60;30;3;3;2;2;2;2;5;3;2;3;6;2;2;2;1;1;2;1;1;1;5;5;5;2;4;4;2;4;4;2;4;2;4;2;1999;1;60;20;3;12;8;1;1;2;2;2;2;2;1;1;1
98;1;29;2;1;2;56;43;65;89;96;3;2;2;1;1;10;3;3;3;6;2;1;2;2;1;2;2;1;1;2;5;2;5;2;5;2;4;3;5;2;4;2;3;2;1999;1;73;3;0;6;15;1;1;2;1;1;2;1;2;2;2
26;100;71;3;1;1;6;95;78;22;54;1;1;2;2;2;0;4;4;2;4;6;2;2;2;1;2;2;1;1;3;4;5;5;3;3;3;3;3;3;3;3;3;3;1;1996;1;62;12;0;9;5;5;1;1;1;2;2;2;3;2;1
0;100;81;2;2;3;10;95;80;71;60;2;5;2;2;2;0;5;6;2;5;6;1;1;1;1;2;1;2;1;2;5;4;5;4;5;4;5;2;4;2;4;3;2;1;1997;1;40;20;0;0;4;2;1;2;1;1;1;2;2;1;3
10;90;30;1;2;1;5;90;80;40;10;3;3;2;2;2;2;6;2;1;5;6;1;1;2;1;1;1;2;1;1;5;5;5;4;5;2;4;5;4;4;4;3;3;1;1997;1;68;8;4;8;20;3;2;1;1;2;2;2;1;1;1
10;90;40;3;1;3;30;70;50;50;35;2;3;2;1;2;5;5;5;2;3;6;1;1;1;1;1;1;1;2;2;4;4;4;3;4;3;3;3;4;2;3;4;3;1;1998;1;67;4;0;15;20;2;1;2;1;1;2;2;3;2;3
70;90;100;1;1;3;30;71;71;72;47;2;2;1;1;1;20;4;2;2;3;5;2;1;2;1;2;1;2;1;4;4;4;4;4;2;4;4;5;5;3;2;2;3;2;1996;1;75;8;1;9;4;3;3;1;1;2;1;1;1;1;2
24;81;45;2;2;2;50;50;73;77;76;2;3;1;1;2;5;6;2;3;3;4;2;2;1;1;1;1;1;1;1;4;4;5;4;5;4;4;5;5;1;4;4;5;2;2000;1;70;20;8;6;6;1;1;2;2;2;1;1;2;1;2
10;90;80;2;1;1;30;80;40;80;80;3;3;1;1;1;10;5;2;2;3;3;1;2;2;1;2;1;1;2;2;4;4;4;4;4;2;2;3;4;2;4;2;4;2;1997;1;70;19;0;8;30;1;2;1;1;2;2;2;2;2;1
10;91;60;3;1;3;19;90;83;79;37;3;3;2;1;1;15;6;5;4;4;5;2;1;2;1;1;1;2;1;2;4;4;5;3;5;4;2;2;4;1;4;4;5;1;1999;1;80;18;0;4;2;2;2;2;1;2;1;2;3;1;3
20;80;70;2;2;2;80;20;59;79;95;4;3;2;2;2;0;5;3;4;4;6;1;1;2;1;1;1;1;1;3;2;3;5;3;3;2;4;3;4;2;5;3;3;1;1998;1;65;16;0;15;30;3;1;2;2;2;2;2;2;1;2
0;100;80;1;2;2;40;60;90;70;23;4;3;1;1;1;15;6;7;1;2;6;2;1;2;1;2;2;1;4;3;4;4;2;4;2;1;4;5;2;3;4;4;2;1;2000;1;89;8;0;10;15;3;4;2;2;1;2;2;1;1;2
20;80;60;2;1;2;25;75;20;75;60;4;4;2;1;1;20;6;1;1;4;6;2;1;1;1;1;1;1;1;1;5;5;5;4;4;4;3;4;4;1;5;5;2;1;2000;1;80;7;0;6;3;3;4;2;1;2;2;2;2;2;2
0;100;70;1;1;2;NA;100;70;80;50;2;2;1;1;1;10;6;2;2;2;7;2;1;1;1;1;1;1;1;3;4;3;5;3;3;2;4;3;4;3;5;2;3;1;1997;1;75;8;0;15;15;3;2;1;2;2;1;1;1;2;2
60;80;90;1;2;1;65;75;70;85;70;2;3;1;1;1;20;4;2;2;4;6;1;2;2;2;2;2;1;2;4;2;2;2;4;4;3;3;4;3;2;3;3;3;2;1994;1;70;18;0;6;10;1;4;2;2;2;2;2;1;1;1
61;90;84;1;2;3;50;50;100;56;67;3;1;2;2;2;0;7;1;1;5;6;1;1;2;2;2;1;2;1;2;5;4;5;5;4;4;4;2;2;3;3;4;5;1;1999;1;91;32;0;6;15;3;3;2;1;2;2;2;1;1;3
35;80;40;3;2;3;40;61;72;50;30;1;1;1;1;1;15;5;2;1;3;7;2;1;1;1;1;1;1;2;4;3;1;3;1;4;3;5;2;5;2;3;1;3;2;2000;1;80;6;0;0;10;1;1;2;1;2;2;1;3;1;3
5;100;70;3;1;3;76;50;100;80;40;4;4;2;1;1;10;6;7;1;3;7;1;1;1;1;2;2;2;1;4;3;4;3;1;4;4;4;3;4;2;4;3;4;1;1999;1;72;2;0;20;25;3;5;2;2;2;2;2;3;2;3
35;71;83;1;1;2;4;82;50;50;30;2;2;1;1;1;10;6;4;3;4;6;2;1;2;2;2;2;2;3;3;2;2;3;2;5;3;4;3;5;4;3;3;4;2;2000;1;51;12;0;5;20;1;1;2;2;1;2;2;1;1;2
0;100;32;2;2;1;20;90;77;48;43;3;2;2;2;2;2,5;6;5;4;5;5;2;1;1;1;1;2;2;1;1;5;5;5;3;4;4;5;4;4;2;4;1;4;1;1999;1;89;8;0;0;2;2;1;2;2;1;2;2;2;1;1
20;91;63;2;1;2;10;100;41;83;80;2;3;1;1;2;5;4;2;4;4;3;2;1;2;1;1;1;1;1;2;4;4;5;4;5;1;5;5;5;1;5;2;5;2;1999;1;77;40;0;10;20;3;2;1;2;2;1;2;2;2;2
20;100;25;1;2;1;41;87;20;86;55;1;5;1;1;2;5;6;1;2;2;6;2;2;1;1;2;1;1;3;3;3;2;3;2;4;4;5;1;5;3;4;2;2;1;1999;2;83;0;15;5;10;2;1;2;2;2;1;1;1;1;1
0;100;70;1;2;3;20;80;50;40;80;3;3;1;1;1;30;5;4;1;3;7;2;2;2;1;1;1;1;2;4;2;2;2;4;5;2;3;4;4;2;2;4;4;2;2000;1;70;8;0;12;10;3;3;2;1;1;2;2;1;1;3
0;100;85;1;2;2;0;100;60;30;20;4;4;2;1;1;10;5;2;2;4;5;2;2;2;1;2;1;1;1;2;4;4;5;4;5;3;4;4;4;2;4;4;4;2;1999;1;70;2;0;5;5;3;4;2;1;2;2;2;1;1;2
0;100;75;2;1;1;0;100;40;80;70;3;2;2;1;1;7;4;4;3;6;5;1;1;2;1;2;1;1;1;1;5;5;5;1;5;2;3;1;5;3;4;4;4;2;2000;1;80;8;0;10;5;3;1;2;2;2;2;2;2;2;1
21;86;66;3;2;3;13;84;66;61;21;2;3;2;2;2;1;3;6;6;2;1;1;1;2;1;2;2;1;1;1;4;4;5;4;4;4;4;2;3;4;4;3;4;1;1998;1;40;0;0;20;10;2;1;2;1;2;2;2;3;1;3
10;100;50;1;2;2;0;100;50;100;50;2;1;1;1;1;20;6;6;6;6;6;2;2;2;1;2;2;1;3;4;2;2;3;3;4;2;3;2;4;3;4;3;4;1;1999;1;80;20;0;10;20;1;4;2;1;2;2;1;1;1;2
0;100;62;3;2;1;0;100;24;75;65;2;3;2;2;2;0;5;6;6;6;2;2;2;1;1;2;2;2;1;1;5;5;5;2;4;3;4;2;5;4;4;1;5;1;1997;1;68;0;0;6;5;1;1;2;1;1;2;2;3;1;1
60;40;50;1;1;3;50;50;70;90;100;3;1;2;2;2;1;6;4;3;6;6;1;2;2;2;2;2;2;2;3;5;3;4;4;4;2;1;5;5;4;5;3;5;2;1996;1;66;12;8;9;20;3;1;1;1;2;2;2;1;2;1
70;74;96;2;1;2;81;67;58;66;70;4;3;1;1;1;15;6;4;3;6;5;2;2;2;1;1;2;2;2;3;4;3;4;4;5;2;1;2;3;2;5;4;4;1;1999;1;71;0;0;6;10;3;1;2;1;2;2;2;2;2;2
45;73;44;2;1;3;32;87;93;94;21;4;4;2;1;1;20;5;7;2;2;5;2;1;2;2;2;1;2;1;2;2;2;3;1;5;2;5;4;5;3;4;2;4;2;1999;1;66;17;0;16;20;3;4;2;2;2;2;2;2;2;3
30;70;80;1;1;1;50;50;75;50;65;4;3;2;2;2;0;5;2;2;3;4;2;1;1;1;2;1;1;4;4;1;1;2;4;2;1;4;4;4;2;5;4;4;2;1997;1;80;0;0;16;30;3;4;1;1;2;2;2;1;2;1
20;80;100;2;2;3;80;20;61;100;31;1;1;1;1;1;10;6;2;2;5;5;1;1;1;1;1;1;1;4;2;1;2;2;4;2;3;2;4;4;1;3;4;4;1;1996;1;82;24;0;6;6;1;3;2;2;1;2;2;2;1;3
